L 699	101148503
L 700	101149538
L 701	101180814
L 702	101081477
L 703	101180902
L 704	101684433
L 705	101081778
L 706	101081777
L 707	101081775
L 708	101081880
L 709	101081774
L 710	101081773
L 711	101081784
L 712	101081681
L 713	101081679
L 714	101148508
L 715	101081678
L 716	101081677
L 717	101081780
L 718	101148502
L 719	101148500
L 720	101081776
L 721	101081474
L 722	101081473
L 723	101581980
L 724	101081472
L 725	101081878
L 726	101581981
L 727	101081589
L 728	101081871
L 729	101081466
L 730	101081870
L 731	101081465
L 732	101081867
L 733	101081766
L 734	101081663
L 735	101081587
L 736	101081765
L 737	101180818
L 738	101081764
L 739	101081866
L 740	101081463
L 741	101081872
L 742	101081469
L 743	101081590
L 744	101081471
L 745	101081875
L 746	101081876
L 747	101081591
L 748	101180819
L 749	101081593
L 750	101081770
L 751	101081594
L 752	101081771
L 753	101081673
L 754	101081595
L 755	101081674
L 756	101148909
L 757	101148708
L 758	101148907
L 759	101355833
L 760	101148906
L 761	101148535
L 762	101148904
L 763	101148704
L 764	101148703
L 765	101148616
L 766	101081499
L 767	101148800
L 768	101148614
L 769	101081498
L 770	101355832
L 771	101081450
L 772	101081574
L 773	101081573
L 774	101081650
L 775	100126306
L 776	101081754
L 777	101081448
L 778	101081648
L 779	101081647
L 780	101081752
L 781	101355682
L 782	101081572
L 783	101081751
L 784	101081851
L 785	101081644
L 786	101081853
L 787	101081649
L 788	101081852
L 789	101081753
L 790	101081646
L 791	101081447
L 792	101081850
L 793	101081750
L 794	101081446
L 795	101081849
L 796	101081445
L 797	101081748
L 798	101081747
L 799	101081643
L 800	101081444
L 801	101081571
L 802	101081749
L 803	101355683
L 804	101081847
L 805	101081570
L 806	101081569
L 807	101081642
L 808	101081746
L 809	101081846
L 810	101081568
L 811	101081844
L 812	101081443
L 813	101081640
L 814	101081845
L 815	101081843
L 816	101081564
L 817	101081841
L 818	101081743
L 819	101081439
L 820	101081563
L 821	101081840
L 822	101081742
L 823	101081842
L 824	101081561
L 825	101081740
L 826	101081560
L 827	101081636
L 828	101081634
L 829	101081633
L 830	101081737
L 831	101081836
L 832	101081835
L 833	101081736
L 834	101081630
L 835	101081553
L 836	101081436
L 837	101081833
L 838	101081832
L 839	101081830
L 840	101081435
L 841	101081732
L 842	101081627
L 843	101081829
L 844	101081729
L 845	101081628
L 846	101180629
L 847	101081745
L 848	101081567
L 849	101081641
L 850	101081639
L 851	101081744
L 852	101081442
L 853	101081441
L 854	101081562
L 855	101081839
L 856	101081739
L 857	101081731
L 858	101081549
L 859	101081725
L 860	101081545
L 861	101081730
L 862	101081556
L 863	101581982
L 864	101081548
L 865	101081625
L 866	101081727
L 867	101081726
L 868	101081827
L 869	101081547
L 870	101081546
L 871	101081544
L 872	101081542
L 873	101081624
L 874	101081434
L 875	101081541
L 876	101081724
L 877	101081623
L 878	101081826
L 879	101081622
L 880	101081539
L 881	101081538
L 882	101081537
L 883	101081720
L 884	101081719
L 885	101081536
L 886	101081621
L 887	101149850
L 888	101081824
L 889	101081619
L 890	101081718
L 891	101081540
L 892	101081431
L 893	101081534
L 894	101081429
L 895	101081616
L 896	101081433
L 897	101081428
L 898	101081825
L 899	101081532
L 900	101081717
L 901	101081427
L 902	101081823
L 903	101081716
L 904	101081615
L 905	101081425
L 906	101081462
L 907	101081586
L 908	101081660
L 909	101081659
L 910	101180557
L 911	101180556
L 912	101081585
L 913	101081761
L 914	101081862
L 915	101081584
L 916	101081658
L 917	101081458
L 918	101081457
L 919	100163202
L 920	100163201
L 921	101180559
L 922	100163198
L 923	100163195
L 924	100163194
L 925	100163189
L 926	100163187
L 927	101180632
L 928	100163182
L 929	100163180
L 930	100163178
L 931	100163177
L 932	101180634
L 933	101180905
L 934	101355836
L 935	100163175
L 936	101581983
L 937	100163172
L 938	101180637
L 939	100163170
L 940	100163168
L 941	100163167
L 942	101180731
L 943	100162834
L 944	100162800
L 945	101180826
L 946	100162797
L 947	100162796
L 948	100162795
L 949	100162791
L 950	100162777
L 951	100162783
L 952	100162782
L 953	100162780
L 954	100162779
L 955	100162778
L 956	100162775
L 957	100162774
L 958	100162773
L 959	100162772
L 960	100162771
L 961	100162770
L 962	100162769
L 963	101581984
L 964	100162767
L 965	100162766
L 966	100162765
L 967	101581985
L 968	100162763
L 969	100162760
L 970	100162759
L 971	100162758
L 972	100162757
L 973	100162756
L 974	101180641
L 975	100162753
L 976	100162752
L 977	101355838
L 978	100162762
L 979	100162748
L 980	100162747
L 981	100162746
L 982	100162745
L 983	100162744
L 984	100162742
L 985	100162741
L 986	100162739
L 987	100162738
L 988	100162735
L 989	100162734
L 990	100162733
L 991	100162731
L 992	101180644
L 993	100162729
L 994	100162728
L 995	101180734
L 996	100162611
L 997	101355687
L 998	100162608
L 999	100162607
L1000	100163305
L1001	100162605
L1002	100162604
L1003	100162603
L1004	100162602
L1005	100162601
L1006	100162600
L1007	100162598
L1008	100162596
L1009	100162595
L1010	100162594
L1011	100162593
L1012	100162592
L1013	101180912
L1014	100162590
L1015	100162589
L1016	100162587
L1017	100162586
L1018	100162584
L1019	100162583
L1020	100162582
L1021	100162581
L1022	100162580
L1023	100162579
L1024	101180646
L1025	100162577
L1026	100162576
L1027	100162575
L1028	100162574
L1029	100162573
L1030	100162572
L1031	100162571
L1032	100162567
L1033	100162566
L1034	100162565
L1035	100162564
L1036	100162563
L1037	101180828
L1038	100162561
L1039	100162560
L1040	100162559
L1041	100162475
L1042	100162473
L1043	100162472
L1044	100162471
L1045	100162470
L1046	100162469
L1047	100162467
L1048	100162466
L1049	101355688
L1050	100162463
L1051	101581986
L1052	100162461
L1053	100162460
L1054	100162458
L1055	100162454
L1056	100162452
L1057	100162451
L1058	100162449
L1059	100162446
L1060	100162445
L1061	100162443
L1062	101180736
L1063	100162440
L1064	100162437
L1065	100162433
L1066	100162432
L1067	100162429
L1068	100162424
L1069	100162419
L1070	100162413
L1071	100162457
L1072	100162459
L1073	101180567
L1074	100162450
L1075	100162448
L1076	101180831
L1077	101581987
L1078	100162434
L1079	101180829
L1080	100162430
L1081	101180913
L1082	101180648
L1083	101581988
L1084	100162396
L1085	101180735
L1086	100162369
L1087	100162370
L1088	100162371
L1089	100162372
L1090	101180915
L1091	100162374
L1092	100162375
L1093	100039856
L1094	101180738
L1095	100162379
L1096	100162381
L1097	100162380
L1098	100162383
L1099	101180739
L1100	100162386
L1101	100162345
L1102	101180569
L1103	100162348
L1104	100162349
L1105	100162350
L1106	101180916
L1107	100162351
L1108	100162352
L1109	100162353
L1110	100162354
L1111	100126327
L1112	100162356
L1113	100162358
L1114	100162360
L1115	100162361
L1116	100162337
L1117	100162336
L1118	100162335
L1119	100162333
L1120	100162332
L1121	100162331
L1122	100162329
L1123	100162328
L1124	101180830
L1125	101180568
L1126	101355691
L1127	100162323
L1128	100162322
L1129	100162321
L1130	100162320
L1131	101180756
L1132	100162318
L1133	100162316
L1134	100162315
L1135	101149885
L1136	101581989
L1137	100162311
L1138	100162310
L1139	100162308
L1140	100162307
L1141	100162306
L1142	100162305
L1143	100162304
L1144	100162303
L1145	100162302
L1146	100162300
L1147	100162298
L1148	100162297
L1149	100162296
L1150	100162294
L1151	100162293
L1152	100162292
L1153	100162291
L1154	100162290
L1155	100162288
L1156	100162287
L1157	100162286
L1158	100162285
L1159	101149883
L1160	100162283
L1161	100162146
L1162	100162144
L1163	100162143
L1164	101149596
L1165	100162140
L1166	100162139
L1167	100162138
L1168	100162136
L1169	100162135
L1170	100162134
L1171	100162132
L1172	100162130
L1173	100162127
L1174	100162126
L1175	100162125
L1176	100162124
L1177	100162123
L1178	100162122
L1179	100162121
L1180	100162120
L1181	100162119
L1182	100162118
L1183	100162117
L1184	100162116
L1185	101355692
L1186	100162114
L1187	100162113
L1188	101581990
L1189	100162110
L1190	100162108
L1191	100162104
L1192	100162103
L1193	101149791
L1194	100162101
L1195	100162100
L1196	101581991
L1197	100162098
L1198	100162096
L1199	100162095
L1200	100162093
L1201	1800030
L1202	100126332
L1203	1612524
L1204	393738
L1205	1612525
L1206	100042073
L1207	100163658
L1208	101581992
L1209	1612527
L1210	1612528
L1211	1799765
L1212	1612529
L1213	1975521
L1214	1612530
L1215	100042074
L1216	100126333
L1217	1894112
L1218	1612532
L1219	1612533
L1220	1799766
L1221	1799767
L1222	393774
L1223	100126334
L1224	1612534
L1225	100042075
L1226	1612535
L1227	101581993
L1228	1799768
L1229	1799769
L1230	1612536
L1231	100042076
L1232	1362494
L1233	1612537
L1234	1799770
L1235	100126335
L1236	1612538
L1237	100055182
L1238	1800032
L1239	100126336
L1240	100042078
L1241	101355844
L1242	100042080
L1243	1799772
L1244	1800033
L1245	1799773
L1246	1800035
L1247	100126337
L1248	1799774
L1249	1799775
L1250	100164453
L1251	1800036
L1252	100037027
L1253	764220
L1254	1405530
L1255	1612545
L1256	101581994
L1257	100126338
L1258	100120888
L1259	1976025
L1260	1799777
L1261	1800038
L1262	1612548
L1263	101355695
L1264	1612550
L1265	1612551
L1266	1800039
L1267	1800040
L1268	100037035
L1269	1800041
L1270	1799778
L1271	100126339
L1272	1612554
L1273	1799779
L1274	1975523
L1275	1612556
L1276	1800043
L1277	1405546
L1278	100042081
L1279	1612558
L1280	1800044
L1281	1612559
L1282	1975524
L1283	1799780
L1284	802578
L1285	1799781
L1286	100126340
L1287	100036717
L1288	101581995
L1289	393908
L1290	100051084
L1291	100126341
L1292	100042082
L1293	1405623
L1294	1800046
L1295	100036553
L1296	1612564
L1297	100164454
L1298	1799782
L1299	1612566
L1300	100126342
L1301	910094
L1302	100164455
L1303	1800047
L1304	100164456
L1305	1612571
L1306	1612572
L1307	1612573
L1308	100042083
L1309	1410206
L1310	1975526
L1311	100073389
L1312	1612574
L1313	1975527
L1314	100042085
L1315	1799783
L1316	1612575
L1317	1800048
L1318	1612576
L1319	1799784
L1320	1799785
L1321	1612577
L1322	100050872
L1323	100126343
L1324	910276
L1325	100042086
L1326	1612579
L1327	1409744
L1328	1410212
L1329	1410216
L1330	1612580
L1331	1612581
L1332	1612582
L1333	1409750
L1334	1409752
L1335	1612583
L1336	1409754
L1337	1409756
L1338	1612584
L1339	1612585
L1340	1410230
L1341	1612586
L1342	1612587
L1343	1799787
L1344	1210657
L1345	1612588
L1346	1799788
L1347	1800049
L1348	100042087
L1349	1612589
L1350	1799789
L1351	100164457
L1352	101355696
L1353	1612592
L1354	100042088
L1355	1641254
L1356	100164459
L1357	1799790
L1358	100042089
L1359	100164460
L1360	100042090
L1361	100042091
L1362	1612597
L1363	1612598
L1364	1800050
L1365	1612599
L1366	1612600
L1367	100036721
L1368	910234
L1369	100164461
L1370	1800051
L1371	1612603
L1372	394076
L1373	100164462
L1374	100042092
L1375	100073400
L1376	1799791
L1377	100164463
L1378	1612607
L1379	100036559
L1380	100164464
L1381	1975529
L1382	1697976
L1383	100126344
L1384	1612609
L1385	100164465
L1386	1612611
L1387	100055183
L1388	1612613
L1389	100055184
L1390	100164466
L1391	1800053
L1392	1641258
L1393	100164467
L1394	100055185
L1395	1612619
L1396	1975531
L1397	836282
L1398	1612620
L1399	100164468
L1400	100042093
L1401	1612623
L1402	1799792
L1403	100164469
L1404	1612625
L1405	100164470
L1406	1612626
L1407	1612627
L1408	1612628
L1409	1800054
L1410	1612629
L1411	100037044
L1412	1612631
L1413	1799793
L1414	100042094
L1415	1612632
L1416	100164471
L1417	1612634
L1418	100164472
L1419	101355648
L1420	1612637
L1421	1800055
L1422	1799794
L1423	1799795
L1424	100055186
L1425	910079
L1426	1975532
L1427	101355647
L1428	101355698
L1429	100042095
L1430	100126346
L1431	100164473
L1432	100164474
L1433	100055187
L1434	1612642
L1435	100042096
L1436	1612644
L1437	1800057
L1438	100055188
L1439	394211
L1440	100073409
L1441	1612646
L1442	1612647
L1443	1612648
L1444	910209
L1445	1641260
L1446	100126347
L1447	100042097
L1448	100042098
L1449	100163659
L1450	101581996
L1451	1800059
L1452	1800060
L1453	100042100
L1454	101695997
L1455	1612657
L1456	1879473
L1457	101692329
L1458	1975533
L1459	100126348
L1460	1612658
L1461	100164475
L1462	1612660
L1463	100120310
L1464	1799798
L1465	100126349
L1466	100038310
L1467	1612662
L1468	1612663
L1469	1697980
L1470	1210669
L1471	100164476
L1472	101581997
L1473	1799799
L1474	100126350
L1475	1612665
L1476	1799800
L1477	1799801
L1478	1800062
L1479	1975536
L1480	1612667
L1481	1612668
L1482	1800063
L1483	1799802
L1484	101355699
L1485	823959
L1486	1612670
L1487	100126351
L1488	101581998
L1489	100126352
L1490	1612672
L1491	910093
L1492	1612673
L1493	100164477
L1494	1612674
L1495	100055189
L1496	1800064
L1497	1800065
L1498	1800066
L1499	1612678
L1500	101581999
L1501	100055190
L1502	1612680
L1503	100164478
L1504	1612682
L1505	101583100
L1506	101530208
L1507	1975537
L1508	1612684
L1509	100042102
L1510	394353
L1511	1800069
L1512	100126353
L1513	1799804
L1514	1799805
L1515	100164479
L1516	1612688
L1517	1612689
L1518	101583101
L1519	100042103
L1520	910280
L1521	1894114
L1522	685685
L1523	1612691
L1524	1612692
L1525	100042104
L1526	1893811
L1527	1800072
L1528	910162
L1529	100164480
L1530	1612697
L1531	1612698
L1532	1612699
L1533	100055191
L1534	1800073
L1535	1612701
L1536	100163660
L1537	100121827
L1538	1800074
L1539	100126354
L1540	100163661
L1541	910310
L1542	100042106
L1543	1799806
L1544	100055192
L1545	1800075
L1546	1612710
L1547	100126355
L1548	1800076
L1549	100042504
L1550	100164481
L1551	910220
L1552	100164482
L1553	100164483
L1554	1612715
L1555	100042107
L1556	1799807
L1557	100164484
L1558	1800077
L1559	522077
L1560	100042108
L1561	1612718
L1562	1800078
L1563	1612719
L1564	100164485
L1565	101187272
L1566	1612722
L1567	1612723
L1568	1612724
L1569	1210689
L1570	1800079
L1571	1800080
L1572	1612726
L1573	100126356
L1574	100042505
L1575	100055193
L1576	100164486
L1577	910190
L1578	1612730
L1579	101355801
L1580	100042109
L1581	1800082
L1582	100042110
L1583	685207
L1584	1894116
L1585	1612732
L1586	910088
L1587	1860896
L1588	1800083
L1589	1800084
L1590	100055194
L1591	1612735
L1592	1612736
L1593	1612737
L1594	1800085
L1595	1894139
L1596	911172
L1597	1800086
L1598	1612740
L1599	1612741
L1600	100164487
L1601	1612743
L1602	1800087
L1603	1612745
L1604	910135
L1605	101355649
L1606	1612746
L1607	394548
L1608	100164488
L1609	1800089
L1610	100126357
L1611	1612749
L1612	1612750
L1613	1612751
L1614	100163662
L1615	1894606
L1616	1800091
L1617	100055195
L1618	1799809
L1619	100042427
L1620	100120688
L1621	1612756
L1622	100164489
L1623	101355802
L1624	910060
L1625	1612759
L1626	1612760
L1627	100126358
L1628	1800093
L1629	394592
L1630	100126359
L1631	100164490
L1632	1612764
L1633	100055196
L1634	1800094
L1635	1612767
L1636	100055197
L1637	1612769
L1638	1894147
L1639	1612771
L1640	100055198
L1641	1717483
L1642	1210767
L1643	1799810
L1644	100055199
L1645	100120266
L1646	101355650
L1647	100164492
L1648	100042111
L1649	100164493
L1650	100058606
L1651	1612777
L1652	100055200
L1653	100042112
L1654	101583102
L1655	1005279
L1656	100042113
L1657	1612782
L1658	100042114
L1659	1005314
L1660	101583103
L1661	100164494
L1662	1800095
L1663	1800096
L1664	100042115
L1665	1612786
L1666	1612787
L1667	1612788
L1668	1612789
L1669	1641267
L1670	1612791
L1671	1799811
L1672	101583104
L1673	100164495
L1674	100055201
L1675	1612793
L1676	1975538
L1677	1612794
L1678	100164496
L1679	1612795
L1680	1975539
L1681	1612796
L1682	100042354
L1683	1612798
L1684	1800097
L1685	100163663
L1686	1612801
L1687	100126360
L1688	101583105
L1689	100163664
L1690	1612805
L1691	1800100
L1692	100051304
L1693	100126361
L1694	100055202
L1695	1697982
L1696	101583106
L1697	1799812
L1698	1612809
L1699	100164497
L1700	1707379
L1701	1612811
L1702	1800102
L1703	1612812
L1704	1612813
L1705	100038366
L1706	100164498
L1707	100164499
L1708	100164500
L1709	100164501
L1710	100055203
L1711	100164502
L1712	101583107
L1713	1800104
L1714	1799813
L1715	1612820
L1716	1612821
L1717	100042510
L1718	101583108
L1719	1975541
L1720	100055204
L1721	100042444
L1722	1975543
L1723	100055205
L1724	1612825
L1725	1612826
L1726	1612827
L1727	1612828
L1728	1800105
L1729	1748349
L1730	100055206
L1731	1612829
L1732	678323
L1733	100055207
L1734	1612831
L1735	678322
L1736	1612832
L1737	1975544
L1738	100050616
L1739	100072274
L1740	100164503
L1741	100055208
L1742	100042118
L1743	1612835
L1744	394823
L1745	100163665
L1746	1800106
L1747	394829
L1748	100073407
L1749	100164504
L1750	1612839
L1751	1799814
L1752	1800107
L1753	100055209
L1754	1612841
L1755	1612842
