L   1	[{"name":"SodaToTheBrimTask"},{"name":"LemonadeSeaTask","maxNumLemonadeBalloonsOnScreen":4,"minNumLemonadeBalloonsOnScreen":0,"spawnLemonadeBalloonAfterNumSwitches":0,"numLemonadeDropsPerSplash":9,"autoFillLemonade":false,"sodaTypeIsSpecialCorrosive":false,"sodaTypeIsSpecialExplosive":false,"sodaTypeIsSpecialFishes":false,"manualFillRows":[[[2,7],[3,7],[4,7],[5,7],[6,7]],[[2,6],[3,6],[4,6],[5,6],[6,6]],[[2,5],[3,5],[4,5],[5,5],[6,5]],[[2,4],[3,4],[4,4],[5,4],[6,4]],[[2,3],[3,3],[4,3],[5,3],[6,3]],[[2,2],[3,2],[4,2],[5,2],[6,2]],[[2,1],[3,1],[4,1],[5,1],[6,1]]]}]
L  12	[{"preferredNumberOfGiantFishes":20,"name":"Bear Memory","preferredNumberOfGiantBears":3}]
L  13	[{"name":"Bear Memory","preferredNumberOfGiantFishes":20,"preferredNumberOfGiantBears":50}]
L  14	[{"name":"ItemToTargetTask"},{"name":"LemonadeSeaTask","manualFillRows":[[[0,2],[1,2],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2],[8,2]],[[8,1],[7,1],[6,1],[5,1],[4,1],[3,1],[2,1],[1,1],[0,1]],[[1,0],[2,0],[3,0],[4,0],[5,0],[6,0],[7,0]]],"minNumLemonadeBalloonsOnScreen":0,"maxNumLemonadeBalloonsOnScreen":0,"numLemonadeDropsPerSplash":9,"sodaTypeIsSpecialExplosive":false,"sodaTypeIsSpecialCorrosive":false,"sodaTypeIsSpecialFishes":false,"autoFillLemonade":false,"spawnLemonadeBalloonAfterNumSwitches":0}]
L  15	[{"name":"ItemToTargetTask"},{"numLemonadeDropsPerSplash":9,"manualFillRows":[],"sodaTypeIsSpecialFishes":false,"spawnLemonadeBalloonAfterNumSwitches":10,"minNumLemonadeBalloonsOnScreen":0,"sodaTypeIsSpecialCorrosive":false,"sodaTypeIsSpecialExplosive":false,"name":"LemonadeSeaTask","maxNumLemonadeBalloonsOnScreen":0,"autoFillLemonade":true}]
L  16	[{"name":"Bear Memory","preferredNumberOfGiantFishes":20,"preferredNumberOfGiantBears":5}]
L  17	[{"name":"ItemToTargetTask"},{"name":"LemonadeSeaTask","maxNumLemonadeBalloonsOnScreen":0,"minNumLemonadeBalloonsOnScreen":0,"spawnLemonadeBalloonAfterNumSwitches":0,"numLemonadeDropsPerSplash":9,"autoFillLemonade":false,"sodaTypeIsSpecialCorrosive":false,"sodaTypeIsSpecialExplosive":false,"sodaTypeIsSpecialFishes":false,"manualFillRows":[[[5,48]],[[5,47]],[[5,46]],[[5,45]],[[4,36],[5,44]],[[4,35]],[[2,30],[4,34]],[[2,29]],[[2,28]],[[2,27]],[[4,19],[2,26]],[[4,18]],[[4,17]],[[4,16]],[[4,8],[4,15]],[[4,7]],[[4,6]],[[4,5]],[[4,4]],[[4,3]],[[4,2]],[[4,1]]]}]
L  18	[{"preferredNumberOfGiantFishes":20,"preferredNumberOfGiantBears":3,"name":"Bear Memory"}]
L  19	[{"name":"ItemToTargetTask"},{"name":"LemonadeSeaTask","maxNumLemonadeBalloonsOnScreen":0,"minNumLemonadeBalloonsOnScreen":0,"spawnLemonadeBalloonAfterNumSwitches":0,"numLemonadeDropsPerSplash":14,"autoFillLemonade":false,"sodaTypeIsSpecialCorrosive":false,"sodaTypeIsSpecialExplosive":false,"sodaTypeIsSpecialFishes":false,"manualFillRows":[[[1,12],[2,12],[3,12],[4,12],[5,12],[6,12],[7,12]],[[1,11],[2,11],[3,11],[4,11],[5,11],[6,11],[7,11]],[[1,10],[2,10],[3,10],[4,10],[5,10],[6,10],[7,10]],[[1,9],[2,9],[3,9],[4,9],[5,9],[6,9],[7,9]],[[0,8],[1,8],[2,8],[3,8],[4,8],[5,8],[6,8],[7,8],[8,8]],[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[8,7]],[[0,6],[1,6],[2,6],[3,6],[4,6],[5,6],[6,6],[7,6],[8,6]],[[0,5],[1,5],[2,5],[3,5],[4,5],[5,5],[6,5],[7,5],[8,5]],[[1,4],[2,4],[3,4],[4,4],[5,4],[6,4],[7,4]],[[1,3],[2,3],[3,3],[4,3],[5,3],[6,3],[7,3]],[[1,2],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2]],[[0,1],[1,1],[2,1],[3,1],[4,1],[5,1],[6,1],[7,1],[8,1]],[[0,0],[1,0],[2,0],[3,0],[4,0],[5,0],[6,0],[7,0],[8,0]]]}]
L  20	[{"preferredNumberOfGiantBears":4,"name":"Bear Memory","preferredNumberOfGiantFishes":20}]
L  21	[{"name":"SodaToTheBrimTask"},{"name":"LemonadeSeaTask","maxNumLemonadeBalloonsOnScreen":0,"minNumLemonadeBalloonsOnScreen":0,"spawnLemonadeBalloonAfterNumSwitches":0,"numLemonadeDropsPerSplash":9,"autoFillLemonade":false,"sodaTypeIsSpecialCorrosive":false,"sodaTypeIsSpecialExplosive":false,"sodaTypeIsSpecialFishes":false,"manualFillRows":[[[0,6],[1,6],[2,6],[3,6],[4,6],[5,6],[6,6],[7,6],[8,6]],[[0,5],[1,5],[2,5],[3,5],[4,5],[5,5],[6,5],[7,5],[8,5]],[[0,4],[1,4],[2,4],[3,4],[4,4],[5,4],[6,4],[7,4],[8,4]],[[0,3],[1,3],[2,3],[3,3],[4,3],[5,3],[6,3],[7,3],[8,3]],[[0,2],[1,2],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2],[8,2]],[[0,1],[1,1],[2,1],[3,1],[4,1],[5,1],[6,1],[7,1],[8,1]],[[0,0],[1,0],[2,0],[3,0],[4,0],[5,0],[6,0],[7,0],[8,0]]]}]
L  22	[{"name":"ItemToTargetTask"},{"sodaTypeIsSpecialExplosive":false,"autoFillLemonade":false,"sodaTypeIsSpecialCorrosive":false,"manualFillRows":[[[1,13],[2,13],[3,13],[4,13],[5,13],[6,13],[7,13],[8,13],[9,13]],[[1,12],[2,12],[3,12],[4,12],[5,12],[6,12],[7,12],[8,12],[9,12]],[[1,11],[2,11],[3,11],[4,11],[5,11],[6,11],[7,11],[8,11],[9,11]],[[1,10],[2,10],[3,10],[4,10],[5,10],[6,10],[7,10],[8,10],[9,10]],[[1,9],[2,9],[3,9],[4,9],[5,9],[6,9],[7,9],[8,9],[9,9]],[[1,8],[2,8],[3,8],[4,8],[5,8],[6,8],[7,8],[8,8],[9,8]],[[1,7],[2,7],[3,7],[5,7],[7,7],[8,7],[9,7],[4,7],[6,7]],[[9,6],[8,6],[7,6],[6,6],[5,6],[4,6],[3,6],[2,6],[1,6]],[[2,5],[3,5],[4,5],[5,5],[6,5],[7,5],[8,5]],[[7,4],[6,4],[5,4],[4,4],[3,4],[3,3],[4,3],[5,3],[6,3],[7,3]],[[7,2],[6,2],[5,2],[4,2],[3,2],[3,1],[4,1],[5,1],[6,1],[7,1]],[[7,0],[6,0],[5,0],[4,0],[3,0]]],"spawnLemonadeBalloonAfterNumSwitches":4,"sodaTypeIsSpecialFishes":false,"minNumLemonadeBalloonsOnScreen":2,"maxNumLemonadeBalloonsOnScreen":4,"numLemonadeDropsPerSplash":9,"name":"LemonadeSeaTask"}]
L  23	[{"name":"Bear Memory","preferredNumberOfGiantFishes":20,"preferredNumberOfGiantBears":15}]
L  24	[{"name":"ItemToTargetTask"},{"manualFillRows":[[[8,7],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7],[0,7]],[[8,6],[7,6],[6,6],[5,6],[4,6],[3,6],[2,6],[1,6],[0,6]],[[0,5],[1,5],[2,5],[3,5],[4,5],[5,5],[6,5],[7,5],[8,5]],[[8,3],[7,3],[6,3],[5,3],[4,3],[3,3],[2,3],[1,3],[0,3]],[[0,2],[1,2],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2],[8,2]],[[8,1],[7,1],[6,1],[5,1],[4,1],[3,1],[2,1],[1,1],[0,1]],[[0,0],[1,0],[2,0],[3,0],[4,0],[5,0],[6,0],[7,0],[8,0]]],"maxNumLemonadeBalloonsOnScreen":2,"autoFillLemonade":false,"numLemonadeDropsPerSplash":9,"spawnLemonadeBalloonAfterNumSwitches":2,"name":"LemonadeSeaTask","minNumLemonadeBalloonsOnScreen":1}]
L  25	[{"name":"Bear Memory","preferredNumberOfGiantFishes":20,"preferredNumberOfGiantBears":15}]
L  26	[{"name":"ItemToTargetTask"},{"spawnLemonadeBalloonAfterNumSwitches":0,"sodaTypeIsSpecialFishes":false,"maxNumLemonadeBalloonsOnScreen":0,"minNumLemonadeBalloonsOnScreen":0,"numLemonadeDropsPerSplash":9,"sodaTypeIsSpecialCorrosive":false,"sodaTypeIsSpecialExplosive":false,"autoFillLemonade":false,"name":"LemonadeSeaTask","manualFillRows":[[[0,28],[1,28],[2,28],[3,28],[4,28],[5,28],[6,28],[7,28],[8,28],[8,27],[7,27],[6,27],[5,27],[4,27],[3,27],[2,27],[1,27],[0,27]],[[0,26],[1,26],[2,26],[3,26],[4,26],[5,26],[6,26],[7,26],[8,26],[8,25],[7,25],[6,25],[5,25],[4,25],[3,25],[2,25],[1,25],[0,25]],[[0,24],[1,24],[2,24],[3,24],[4,24],[5,24],[6,24],[7,24],[8,24],[0,23],[1,23],[2,23],[3,23],[4,23],[5,23],[6,23],[7,23],[8,23]],[[0,17],[1,17],[2,17],[3,17],[4,17],[5,17],[6,17],[7,17],[8,17],[0,18],[1,18],[2,18],[3,18],[4,18],[5,18],[6,18],[7,18],[8,18]],[[0,15],[1,15],[2,15],[3,15],[4,15],[5,15],[6,15],[7,15],[8,15],[0,16],[1,16],[2,16],[3,16],[4,16],[5,16],[6,16],[7,16],[8,16]],[[0,14],[1,14],[2,14],[3,14],[4,14],[5,14],[6,14],[7,14],[8,14],[0,13],[1,13],[2,13],[3,13],[4,13],[5,13],[6,13],[7,13],[8,13]],[[2,7],[0,12],[1,12],[2,12],[3,12],[4,12],[5,12],[6,12],[7,12],[8,12],[3,7],[4,7],[5,7],[6,7]],[[2,4],[3,4],[4,4],[5,4],[6,4],[2,5],[3,5],[4,5],[5,5],[6,5],[2,6],[3,6],[4,6],[5,6],[6,6]],[[6,2],[6,3],[5,3],[4,3],[3,3],[2,3],[2,2],[3,2],[4,2],[5,2],[6,1],[5,1],[4,1],[3,1],[2,1]],[[2,0],[3,0],[4,0],[5,0],[6,0]]]}]
L  27	[{"name":"SodaToTheBrimTask"},{"name":"LemonadeSeaTask","maxNumLemonadeBalloonsOnScreen":0,"minNumLemonadeBalloonsOnScreen":0,"spawnLemonadeBalloonAfterNumSwitches":0,"numLemonadeDropsPerSplash":9,"autoFillLemonade":false,"sodaTypeIsSpecialCorrosive":false,"sodaTypeIsSpecialExplosive":false,"sodaTypeIsSpecialFishes":false,"manualFillRows":[[[2,7],[3,7],[4,7],[5,7],[6,7],[8,7]],[[0,6],[2,6],[3,6],[4,6],[5,6],[6,6]],[[2,5],[3,5],[4,5],[5,5],[6,5],[8,5]],[[0,4],[2,4],[3,4],[4,4],[5,4],[6,4]],[[2,3],[3,3],[4,3],[5,3],[6,3],[8,3]],[[0,2],[2,2],[3,2],[4,2],[5,2],[6,2]],[[2,1],[3,1],[4,1],[5,1],[6,1]],[[2,0],[3,0],[4,0],[5,0],[6,0]]]}]
L  28	[{"preferredNumberOfGiantFishes":20,"name":"Bear Memory","preferredNumberOfGiantBears":1}]
L  29	[{"name":"ItemToTargetTask"},{"spawnLemonadeBalloonAfterNumSwitches":0,"sodaTypeIsSpecialFishes":false,"maxNumLemonadeBalloonsOnScreen":0,"minNumLemonadeBalloonsOnScreen":0,"numLemonadeDropsPerSplash":9,"sodaTypeIsSpecialCorrosive":false,"sodaTypeIsSpecialExplosive":false,"autoFillLemonade":false,"name":"LemonadeSeaTask","manualFillRows":[[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7],[0,7]],[[14,6],[13,6],[12,6],[11,6],[10,6],[9,6],[8,6],[7,6],[6,6],[5,6],[4,6],[3,6],[2,6],[1,6],[0,6]],[[13,5],[12,5],[11,5],[10,5],[9,5],[6,5],[5,5],[4,5],[3,5],[2,5],[1,5],[0,5]],[[14,4],[13,4],[12,4],[11,4],[10,4],[9,4],[8,4],[6,4],[5,4],[4,4],[3,4],[2,4],[1,4],[0,4]],[[14,3],[13,3],[12,3],[11,3],[10,3],[9,3],[8,3],[5,3],[4,3],[3,3],[2,3],[1,3]],[[14,2],[13,2],[12,2],[11,2],[10,2],[9,2],[8,2],[6,2],[5,2],[4,2],[3,2],[2,2],[1,2],[0,2]],[[6,1],[5,1],[4,1],[3,1],[2,1],[1,1],[0,1]],[[6,0],[5,0],[4,0],[3,0],[2,0],[1,0],[0,0]]]}]
L  30	[{"preferredNumberOfGiantFishes":20,"preferredNumberOfGiantBears":50,"name":"Bear Memory"}]
L  31	[{"name":"taskRemoveChocolate","nrOfChocolateToWin":0}]
L  32	[{"name":"taskRemoveChocolate","nrOfChocolateToWin":0}]
L  33	[{"preferredNumberOfGiantBears":11,"name":"Bear Memory"}]
L  34	[{"name":"ItemToTargetTask"},{"manualFillRows":[[[0,22],[1,22],[2,22],[3,22],[4,22],[5,22],[6,22],[7,22],[8,22],[0,21],[1,21],[2,21],[3,21],[4,21],[5,21],[6,21],[7,21],[8,21]],[[0,20],[1,20],[2,20],[3,20],[4,20],[5,20],[6,20],[7,20],[8,20],[0,19],[1,19],[2,19],[3,19],[4,19],[5,19],[6,19],[7,19],[8,19]],[[0,18],[1,18],[2,18],[3,18],[4,18],[5,18],[6,18],[7,18],[8,18]],[[0,17],[1,17],[2,17],[3,17],[4,17],[5,17],[6,17],[7,17],[8,17]],[[0,16],[1,16],[2,16],[3,16],[4,16],[5,16],[6,16],[7,16],[8,16]],[[0,15],[1,15],[2,15],[3,15],[4,15],[5,15],[6,15],[7,15],[8,15]],[[0,14],[1,14],[2,14],[3,14],[4,14],[5,14],[6,14],[7,14],[8,14]],[[0,13],[1,13],[2,13],[4,13],[5,13],[6,13],[7,13],[8,13],[3,13]],[[0,12],[1,12],[2,12],[3,12],[4,12],[5,12],[6,12],[7,12],[8,12]],[[0,11],[1,11],[2,11],[3,11],[6,11],[7,11],[4,11],[5,11],[8,11]],[[0,10],[1,10],[2,10],[3,10],[4,10],[5,10],[6,10],[7,10],[8,10]],[[0,9],[1,9],[2,9],[3,9],[4,9],[5,9],[6,9],[7,9],[8,9]],[[0,8],[1,8],[2,8],[3,8],[4,8],[5,8],[6,8],[7,8],[8,8]],[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[8,7]],[[0,6],[1,6],[2,6],[3,6],[4,6],[5,6],[6,6],[7,6],[8,6]],[[0,5],[1,5],[2,5],[3,5],[4,5],[5,5],[6,5],[7,5],[8,5]],[[0,4],[1,4],[2,4],[3,4],[4,4],[5,4],[6,4],[7,4],[8,4]],[[0,3],[1,3],[2,3],[3,3],[4,3],[5,3],[6,3],[7,3],[8,3]],[[0,2],[1,2],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2],[8,2]],[[0,1],[1,1],[2,1],[3,1],[4,1],[5,1],[6,1],[7,1],[8,1]],[[0,0],[1,0],[2,0],[3,0],[4,0],[5,0],[6,0],[7,0],[8,0]]],"name":"LemonadeSeaTask","autoFillLemonade":false,"numLemonadeDropsPerSplash":9,"spawnLemonadeBalloonAfterNumSwitches":0,"maxNumLemonadeBalloonsOnScreen":0,"minNumLemonadeBalloonsOnScreen":0}]
L  35	[{"name":"taskRemoveChocolate","nrOfChocolateToWin":0}]
L  36	[{"name":"Bear Memory","preferredNumberOfGiantBears":50}]
L  37	[{"name":"ItemToTargetTask"},{"manualFillRows":[[[2,5],[3,5],[4,5],[5,5],[6,5]],[[2,4],[3,4],[4,4],[5,4],[6,4]],[[2,3],[3,3],[4,3],[5,3],[6,3]]],"autoFillLemonade":false,"name":"LemonadeSeaTask","maxNumLemonadeBalloonsOnScreen":0,"spawnLemonadeBalloonAfterNumSwitches":0,"minNumLemonadeBalloonsOnScreen":0,"numLemonadeDropsPerSplash":9}]
L  38	[{"name":"taskRemoveChocolate","nrOfChocolateToWin":0}]
L  39	[{"name":"SodaToTheBrimTask"},{"name":"LemonadeSeaTask","manualFillRows":[[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[8,7]],[[0,6],[1,6],[2,6],[3,6],[4,6],[5,6],[6,6],[7,6],[8,6]],[[7,5],[6,5],[5,5],[4,5],[3,5],[2,5],[1,5]],[[2,4],[3,4],[4,4],[5,4],[6,4]],[[7,3],[6,3],[5,3],[4,3],[3,3],[2,3],[1,3]],[[0,2],[1,2],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2],[8,2]],[[8,1],[7,1],[6,1],[5,1],[4,1],[3,1],[2,1],[1,1],[0,1]],[[1,0],[2,0],[3,0],[4,0],[5,0],[6,0],[7,0],[0,0],[8,0]]],"autoFillLemonade":false,"numLemonadeDropsPerSplash":9,"spawnLemonadeBalloonAfterNumSwitches":0,"minNumLemonadeBalloonsOnScreen":0,"maxNumLemonadeBalloonsOnScreen":0}]
L  40	[{"preferredNumberOfGiantFishes":20,"name":"Bear Memory","preferredNumberOfGiantBears":6}]
L  41	[{"name":"taskRemoveChocolate","nrOfChocolateToWin":0}]
L  42	[{"name":"ItemToTargetTask"},{"name":"LemonadeSeaTask","manualFillRows":[[[8,8],[6,8],[5,8],[4,8],[3,8],[2,8],[0,8]],[[0,7],[2,7],[3,7],[4,7],[5,7],[6,7],[8,7]],[[8,6],[0,6]],[[0,5],[1,5],[2,5],[3,5],[4,5],[5,5],[6,5],[7,5],[8,5]],[[8,4],[7,4],[6,4],[5,4],[4,4],[3,4],[2,4],[1,4],[0,4]],[[0,3],[1,3],[2,3],[3,3],[4,3],[5,3],[6,3],[7,3],[8,3]],[[8,2],[7,2],[6,2],[5,2],[4,2],[3,2],[2,2],[1,2],[0,2]],[[0,1],[1,1],[2,1],[3,1],[4,1],[5,1],[6,1],[7,1],[8,1]],[[8,0],[7,0],[6,0],[5,0],[4,0],[3,0],[2,0],[1,0],[0,0]]],"autoFillLemonade":false,"numLemonadeDropsPerSplash":9,"spawnLemonadeBalloonAfterNumSwitches":0,"minNumLemonadeBalloonsOnScreen":0,"maxNumLemonadeBalloonsOnScreen":0}]
L  43	[{"name":"Bear Memory","preferredNumberOfGiantFishes":20,"preferredNumberOfGiantBears":15}]
L  44	[{"name":"Bear Memory","preferredNumberOfGiantFishes":20,"preferredNumberOfGiantBears":1}]
L  45	[{"name":"taskRemoveChocolate","nrOfChocolateToWin":0}]
L  46	[{"name":"ItemToTargetTask"},{"manualFillRows":[],"name":"LemonadeSeaTask","numLemonadeDropsPerSplash":9,"spawnLemonadeBalloonAfterNumSwitches":0,"minNumLemonadeBalloonsOnScreen":0,"autoFillLemonade":true,"maxNumLemonadeBalloonsOnScreen":0}]
L  47	[{"preferredNumberOfGiantBears":4,"name":"Bear Memory"}]
L  48	[{"name":"Bear Memory","preferredNumberOfGiantBears":1,"preferredNumberOfGiantFishes":20}]
L  49	[{"name":"ItemToTargetTask"},{"minNumLemonadeBalloonsOnScreen":1,"manualFillRows":[[[0,16],[0,15],[2,15],[3,15],[4,15],[5,15],[6,15],[7,15],[8,15],[8,16],[7,16],[6,16],[5,16],[4,16],[3,16],[2,16]],[[0,14],[2,14],[3,14],[4,14],[5,14],[6,14],[7,14],[8,14],[8,13],[7,13],[6,13],[5,13],[4,13],[3,13],[2,13],[0,13]],[[0,12],[2,12],[3,12],[4,12],[5,12],[6,12],[7,12],[8,12],[8,11],[7,11],[6,11],[5,11],[4,11],[3,11],[0,11]],[[0,10],[1,10],[3,10],[4,10],[5,10],[6,10],[7,10],[8,10],[8,9],[7,9],[6,9],[5,9],[4,9],[3,9]],[[3,8],[4,8],[5,8],[6,8],[7,8],[8,8],[2,8],[1,8],[0,8]],[[3,7],[4,7],[5,7],[6,7],[7,7],[8,7],[2,7],[1,7],[0,7]],[[8,6],[7,6],[6,6],[5,6],[4,6],[3,6],[2,6],[1,6],[0,6]],[[8,5],[7,5],[6,5],[5,5],[4,5],[3,5],[2,5],[1,5],[0,5]],[[0,4],[1,4],[2,4],[3,4],[4,4],[5,4],[6,4],[7,4],[8,4],[0,3],[1,3],[2,3],[3,3],[4,3],[5,3],[6,3],[7,3],[8,3]],[[0,2],[1,2],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2],[8,2],[0,1],[1,1],[2,1],[3,1],[4,1],[5,1],[6,1],[7,1],[8,1]],[[0,0],[1,0],[2,0],[3,0],[4,0],[5,0],[6,0],[7,0],[8,0]]],"autoFillLemonade":false,"sodaTypeIsSpecialExplosive":false,"name":"LemonadeSeaTask","maxNumLemonadeBalloonsOnScreen":4,"sodaTypeIsSpecialFishes":false,"sodaTypeIsSpecialCorrosive":false,"spawnLemonadeBalloonAfterNumSwitches":6,"numLemonadeDropsPerSplash":9}]
L  50	[{"name":"taskRemoveChocolate","nrOfChocolateToWin":0}]
